date,region,disease,cases,deaths,recovered,population
2023-07-21,Rajasthan,Malaria,26728.0,134,26594,75000000
2023-07-28,Rajasthan,Malaria,22860.0,141,22719,75000000
2023-08-04,Rajasthan,Malaria,47714.0,163,47551,75000000
2023-08-11,Rajasthan,Malaria,22313.0,74,22239,75000000
2023-08-18,Rajasthan,Malaria,22238.0,123,22115,75000000
2023-08-25,Rajasthan,Malaria,18994.0,123,18871,75000000
2023-09-01,Rajasthan,Malaria,13819.0,90,13729,75000000
2023-09-08,Rajasthan,Malaria,14148.0,66,14082,75000000
2023-09-15,Rajasthan,Malaria,12090.0,57,12033,75000000
2023-09-22,Rajasthan,Malaria,7908.0,40,7868,75000000
2023-09-29,Rajasthan,Malaria,9656.0,39,9617,75000000
2023-10-06,Rajasthan,Malaria,6063.0,32,6031,75000000
2023-10-13,Rajasthan,Malaria,5302.0,35,5267,75000000
2023-10-20,Rajasthan,Malaria,3705.0,10,3695,75000000
2023-10-27,Rajasthan,Malaria,3112.0,12,3100,75000000
2023-11-03,Rajasthan,Malaria,1864.0,7,1857,75000000
2023-11-10,Rajasthan,Malaria,982.0,5,977,75000000
2023-11-17,Rajasthan,Malaria,409.0,2,407,75000000
2023-11-24,Rajasthan,Malaria,115.0,0,115,75000000
2023-12-01,Rajasthan,Malaria,0.0,0,0,75000000
2023-12-08,Rajasthan,Malaria,801.0,2,799,75000000
2023-12-15,Rajasthan,Malaria,386.0,1,385,75000000
2023-12-22,Rajasthan,Malaria,1157.0,7,1150,75000000
2021-01-01,Rajasthan,Cholera,31342.0,377,30965,75000000
2021-01-08,Rajasthan,Cholera,25580.0,365,25215,75000000
2021-01-15,Rajasthan,Cholera,21826.0,274,21552,75000000
2021-01-22,Rajasthan,Cholera,24923.0,677,24246,75000000
2021-01-29,Rajasthan,Cholera,18518.0,375,18143,75000000
2021-02-05,Rajasthan,Cholera,12391.0,280,12111,75000000
2021-02-12,Rajasthan,Cholera,,153,9567,75000000
2021-02-19,Rajasthan,Cholera,8450.0,100,8350,75000000
2021-02-26,Rajasthan,Cholera,5403.0,87,5316,75000000
2021-03-05,Rajasthan,Cholera,3794.0,61,3733,75000000
2021-03-12,Rajasthan,Cholera,2286.0,36,2250,75000000
2021-03-19,Rajasthan,Cholera,5984.0,97,5887,75000000
2021-03-26,Rajasthan,Cholera,215.0,3,212,75000000
2021-04-02,Rajasthan,Cholera,0.0,0,0,75000000
2021-04-09,Rajasthan,Cholera,240.0,4,236,75000000
2021-04-16,Rajasthan,Cholera,853.0,23,830,75000000
2021-04-23,Rajasthan,Cholera,2613.0,41,2572,75000000
2021-04-30,Rajasthan,Cholera,3567.0,43,3524,75000000
2021-05-07,Rajasthan,Cholera,5451.0,153,5298,75000000
2021-05-14,Rajasthan,Cholera,7210.0,90,7120,75000000
2021-05-21,Rajasthan,Cholera,12774.0,210,12564,75000000
2021-05-28,Rajasthan,Cholera,16338.0,384,15954,75000000
2021-06-04,Rajasthan,Cholera,15793.0,187,15606,75000000
2021-06-11,Rajasthan,Cholera,22054.0,598,21456,75000000
2021-06-18,Rajasthan,Cholera,240149.0,4528,235621,75000000
2021-06-25,Rajasthan,Cholera,35010.0,455,34555,75000000
2021-07-02,Rajasthan,Cholera,30768.0,406,30362,75000000
2021-07-09,Rajasthan,Cholera,45804.0,1238,44566,75000000
2021-07-16,Rajasthan,Cholera,38320.0,980,37340,75000000
2021-07-23,Rajasthan,Cholera,56166.0,899,55267,75000000
2021-07-30,Rajasthan,Cholera,60894.0,1224,59670,75000000
2021-08-06,Rajasthan,Cholera,47624.0,719,46905,75000000
2021-08-13,Rajasthan,Cholera,342755.0,8976,333779,75000000
2021-08-20,Rajasthan,Cholera,60542.0,1054,59488,75000000
2021-08-27,Rajasthan,Cholera,61958.0,1558,60400,75000000
2021-09-03,Rajasthan,Cholera,72831.0,873,71958,75000000
2021-09-10,Rajasthan,Cholera,77129.0,1262,75867,75000000
2021-09-17,Rajasthan,Cholera,57493.0,654,56839,75000000
2021-09-24,Rajasthan,Cholera,81997.0,2396,79601,75000000
2021-10-01,Rajasthan,Cholera,57492.0,942,56550,75000000
2021-10-08,Rajasthan,Cholera,65488.0,1497,63991,75000000
2021-10-15,Rajasthan,Cholera,66513.0,1864,64649,75000000
2021-10-22,Rajasthan,Cholera,66569.0,1022,65547,75000000
2021-10-29,Rajasthan,Cholera,56566.0,832,55734,75000000
2021-11-05,Rajasthan,Cholera,68824.0,1334,67490,75000000
2021-11-12,Rajasthan,Cholera,54226.0,1180,53046,75000000
2021-11-19,Rajasthan,Cholera,67495.0,1484,66011,75000000
2021-11-26,Rajasthan,Cholera,49306.0,1364,47942,75000000
2021-12-03,Rajasthan,Cholera,58008.0,1009,56999,75000000
2021-12-10,Rajasthan,Cholera,40310.0,497,39813,75000000
2021-12-17,Rajasthan,Cholera,39026.0,685,38341,75000000
2021-12-24,Rajasthan,Cholera,42365.0,1057,41308,75000000
2021-12-31,Rajasthan,Cholera,28078.0,814,27264,75000000
2022-01-07,Rajasthan,Cholera,119897.0,1339,118558,75000000
2022-01-14,Rajasthan,Cholera,31083.0,367,30716,75000000
2022-01-21,Rajasthan,Cholera,20480.0,522,19958,75000000
2022-01-28,Rajasthan,Cholera,22273.0,369,21904,75000000
2022-02-04,Rajasthan,Cholera,13550.0,378,13172,75000000
2022-02-11,Rajasthan,Cholera,12042.0,125,11917,75000000
2022-02-18,Rajasthan,Cholera,8680.0,113,8567,75000000
2022-02-25,Rajasthan,Cholera,6088.0,146,5942,75000000
2022-03-04,Rajasthan,Cholera,4077.0,85,3992,75000000
2022-03-11,Rajasthan,Cholera,2543.0,60,2483,75000000
2022-03-18,Rajasthan,Cholera,1071.0,23,1048,75000000
2022-03-25,Rajasthan,Cholera,222.0,2,220,75000000
2022-04-01,Rajasthan,Cholera,0.0,0,0,75000000
2022-04-08,Rajasthan,Cholera,212.0,2,210,75000000
2022-04-15,Rajasthan,Cholera,1039.0,30,1009,75000000
2022-04-22,Rajasthan,Cholera,2565.0,61,2504,75000000
2022-04-29,Rajasthan,Cholera,3515.0,56,3459,75000000
2022-05-06,Rajasthan,Cholera,6363.0,168,6195,75000000
2022-05-13,Rajasthan,Cholera,7111.0,99,7012,75000000
2022-05-20,Rajasthan,Cholera,11284.0,116,11168,75000000
2022-05-27,Rajasthan,Cholera,16517.0,463,16054,75000000
2022-06-03,Rajasthan,Cholera,18514.0,273,18241,75000000
2022-06-10,Rajasthan,Cholera,23960.0,576,23384,75000000
2022-06-17,Rajasthan,Cholera,31378.0,734,30644,75000000
2022-06-24,Rajasthan,Cholera,30769.0,686,30083,75000000
2022-07-01,Rajasthan,Cholera,34546.0,813,33733,75000000
2022-07-08,Rajasthan,Cholera,34960.0,692,34268,75000000
2022-07-15,Rajasthan,Cholera,449487.0,7888,441599,75000000
2022-07-22,Rajasthan,Cholera,56081.0,1102,54979,75000000
2022-07-29,Rajasthan,Cholera,56779.0,739,56040,75000000
2022-08-05,Rajasthan,Cholera,46663.0,1169,45494,75000000
2022-08-12,Rajasthan,Cholera,47826.0,1134,46692,75000000
2022-08-19,Rajasthan,Cholera,62427.0,836,61591,75000000
2022-08-26,Rajasthan,Cholera,55695.0,753,54942,75000000
2022-09-02,Rajasthan,Cholera,57869.0,796,57073,75000000
2022-09-09,Rajasthan,Cholera,75146.0,934,74212,75000000
2022-09-16,Rajasthan,Cholera,65422.0,1449,63973,75000000
2022-09-23,Rajasthan,Cholera,76361.0,772,75589,75000000
2022-09-30,Rajasthan,Cholera,62895.0,1149,61746,75000000
2022-10-07,Rajasthan,Cholera,252973.0,3936,249037,75000000
2022-10-14,Rajasthan,Cholera,61109.0,1378,59731,75000000
2022-10-21,Rajasthan,Cholera,59386.0,1002,58384,75000000
2022-10-28,Rajasthan,Cholera,74994.0,821,74173,75000000
2022-11-04,Rajasthan,Cholera,62383.0,1069,61314,75000000
2022-11-11,Rajasthan,Cholera,49072.0,1056,48016,75000000
2022-11-18,Rajasthan,Cholera,55815.0,1602,54213,75000000
2022-11-25,Rajasthan,Cholera,59657.0,1259,58398,75000000
2022-12-02,Rajasthan,Cholera,56392.0,804,55588,75000000
2022-12-09,Rajasthan,Cholera,49159.0,1336,47823,75000000
2022-12-16,Rajasthan,Cholera,41974.0,1042,40932,75000000
2022-12-23,Rajasthan,Cholera,37184.0,1069,36115,75000000
2022-12-30,Rajasthan,Cholera,36362.0,988,35374,75000000
2023-01-06,Rajasthan,Cholera,30025.0,658,29367,75000000
2023-01-13,Rajasthan,Cholera,22110.0,286,21824,75000000
2023-01-20,Rajasthan,Cholera,19144.0,236,18908,75000000
2023-01-27,Rajasthan,Cholera,21867.0,625,21242,75000000
2023-02-03,Rajasthan,Cholera,16368.0,250,16118,75000000
2023-02-10,Rajasthan,Cholera,10205.0,207,9998,75000000
2023-02-17,Rajasthan,Cholera,7049.0,125,6924,75000000
2023-02-24,Rajasthan,Cholera,6967.0,69,6898,75000000
2023-03-03,Rajasthan,Cholera,3825.0,88,3737,75000000
2023-03-10,Rajasthan,Cholera,1893.0,35,1858,75000000
2023-03-17,Rajasthan,Cholera,813.0,18,795,75000000
2023-03-24,Rajasthan,Cholera,298.0,4,294,75000000
2023-03-31,Rajasthan,Cholera,0.0,0,0,75000000
2023-04-07,Rajasthan,Cholera,262.0,3,259,75000000
2023-04-14,Rajasthan,Cholera,1131.0,16,1115,75000000
2023-04-21,Rajasthan,Cholera,2659.0,28,2631,75000000
2023-04-28,Rajasthan,Cholera,3248.0,55,3193,75000000
2023-05-05,Rajasthan,Cholera,6120.0,67,6053,75000000
2023-05-12,Rajasthan,Cholera,9707.0,252,9455,75000000
2023-05-19,Rajasthan,Cholera,10056.0,163,9893,75000000
2023-05-26,Rajasthan,Cholera,15595.0,267,15328,75000000
2023-06-02,Rajasthan,Cholera,21138.0,288,20850,75000000
2023-06-09,Rajasthan,Cholera,24805.0,328,24477,75000000
2023-06-16,Rajasthan,Cholera,23775.0,513,23262,75000000
2023-06-23,Rajasthan,Cholera,32000.0,895,31105,75000000
2023-06-30,Rajasthan,Cholera,35001.0,794,34207,75000000
2023-07-07,Rajasthan,Cholera,33796.0,410,33386,75000000
2023-07-14,Rajasthan,Cholera,45056.0,800,44256,75000000
2023-07-21,Rajasthan,Cholera,179147.0,3815,175332,75000000
2023-07-28,Rajasthan,Cholera,57697.0,656,57041,75000000
2023-08-04,Rajasthan,Cholera,57127.0,1257,55870,75000000
2023-08-11,Rajasthan,Cholera,61079.0,719,60360,75000000
2023-08-18,Rajasthan,Cholera,48943.0,1292,47651,75000000
2023-08-25,Rajasthan,Cholera,68891.0,1904,66987,75000000
2023-09-01,Rajasthan,Cholera,60478.0,1445,59033,75000000
2023-09-08,Rajasthan,Cholera,71686.0,1315,70371,75000000
2023-09-15,Rajasthan,Cholera,78181.0,1985,76196,75000000
2023-09-22,Rajasthan,Cholera,66096.0,1155,64941,75000000
2023-09-29,Rajasthan,Cholera,83445.0,1066,82379,75000000
2023-10-06,Rajasthan,Cholera,60698.0,1083,59615,75000000
2023-10-13,Rajasthan,Cholera,68393.0,738,67655,75000000
2023-10-20,Rajasthan,Cholera,59853.0,1145,58708,75000000
2023-10-27,Rajasthan,Cholera,55165.0,1012,54153,75000000
2023-11-03,Rajasthan,Cholera,71156.0,944,70212,75000000
2023-11-10,Rajasthan,Cholera,56519.0,999,55520,75000000
2023-11-17,Rajasthan,Cholera,49307.0,494,48813,75000000
2023-11-24,Rajasthan,Cholera,48702.0,972,47730,75000000
2023-12-01,Rajasthan,Cholera,99750.0,1571,98179,75000000
2023-12-08,Rajasthan,Cholera,47290.0,1018,46272,75000000
2023-12-15,Rajasthan,Cholera,375708.0,6150,369558,75000000
2023-12-22,Rajasthan,Cholera,33453.0,516,32937,75000000
2021-01-01,Rajasthan,Influenza,20258.0,20,20238,75000000
2021-01-08,Rajasthan,Influenza,22637.0,14,22623,75000000
2021-01-15,Rajasthan,Influenza,24282.0,35,24247,75000000
2021-01-22,Rajasthan,Influenza,28192.0,19,28173,75000000
2021-01-29,Rajasthan,Influenza,33947.0,39,33908,75000000
2021-02-05,Rajasthan,Influenza,44096.0,24,44072,75000000
2021-02-12,Rajasthan,Influenza,49776.0,48,49728,75000000
2021-02-19,Rajasthan,Influenza,38231.0,38,38193,75000000
2021-02-26,Rajasthan,Influenza,45945.0,49,45896,75000000
2021-03-05,Rajasthan,Influenza,42742.0,61,42681,75000000
2021-03-12,Rajasthan,Influenza,54890.0,51,54839,75000000
2021-03-19,Rajasthan,Influenza,61389.0,57,61332,75000000
2021-03-26,Rajasthan,Influenza,50826.0,73,50753,75000000
2021-04-02,Rajasthan,Influenza,55485.0,71,55414,75000000
2021-04-09,Rajasthan,Influenza,44230.0,40,44190,75000000
2021-04-16,Rajasthan,Influenza,56385.0,74,56311,75000000
2021-04-23,Rajasthan,Influenza,54274.0,41,54233,75000000
2021-04-30,Rajasthan,Influenza,43755.0,42,43713,75000000
2021-05-07,Rajasthan,Influenza,44635.0,46,44589,75000000
2021-05-14,Rajasthan,Influenza,54222.0,49,54173,75000000
2021-05-21,Rajasthan,Influenza,52055.0,53,52002,75000000
2021-05-28,Rajasthan,Influenza,46765.0,39,46726,75000000
2021-06-04,Rajasthan,Influenza,39171.0,39,39132,75000000
2021-06-11,Rajasthan,Influenza,34039.0,18,34021,75000000
2021-06-18,Rajasthan,Influenza,38129.0,28,38101,75000000
2021-06-25,Rajasthan,Influenza,28824.0,29,28795,75000000
2021-07-02,Rajasthan,Influenza,24766.0,21,24745,75000000
2021-07-09,Rajasthan,Influenza,27217.0,32,27185,75000000
2021-07-16,Rajasthan,Influenza,27500.0,16,27484,75000000
2021-07-23,Rajasthan,Influenza,23911.0,17,23894,75000000
2021-07-30,Rajasthan,Influenza,16689.0,14,16675,75000000
2021-08-06,Rajasthan,Influenza,15402.0,12,15390,75000000
2021-08-13,Rajasthan,Influenza,11054.0,13,11041,75000000
2021-08-20,Rajasthan,Influenza,8807.0,11,8796,75000000
2021-08-27,Rajasthan,Influenza,5756.0,4,5752,75000000
2021-09-03,Rajasthan,Influenza,4686.0,2,4684,75000000
2021-09-10,Rajasthan,Influenza,2984.0,2,2982,75000000
2021-09-17,Rajasthan,Influenza,7510.0,11,7499,75000000
2021-09-24,Rajasthan,Influenza,883.0,1,882,75000000
2021-10-01,Rajasthan,Influenza,213.0,0,213,75000000
2021-10-08,Rajasthan,Influenza,0.0,0,0,75000000
2021-10-15,Rajasthan,Influenza,212.0,0,212,75000000
2021-10-22,Rajasthan,Influenza,767.0,1,766,75000000
2021-10-29,Rajasthan,Influenza,1877.0,2,1875,75000000
2021-11-05,Rajasthan,Influenza,2466.0,2,2464,75000000
2021-11-12,Rajasthan,Influenza,5564.0,6,5558,75000000
2021-11-19,Rajasthan,Influenza,5987.0,4,5983,75000000
2021-11-26,Rajasthan,Influenza,10531.0,15,10516,75000000
2021-12-03,Rajasthan,Influenza,13666.0,13,13653,75000000
2021-12-10,Rajasthan,Influenza,15605.0,19,15586,75000000
2021-12-17,Rajasthan,Influenza,18398.0,9,18389,75000000
2021-12-24,Rajasthan,Influenza,17120.0,17,17103,75000000
2021-12-31,Rajasthan,Influenza,26986.0,16,26970,75000000
2022-01-07,Rajasthan,Influenza,31342.0,27,31315,75000000
2022-01-14,Rajasthan,Influenza,24313.0,34,24279,75000000
2022-01-21,Rajasthan,Influenza,31072.0,23,31049,75000000
2022-01-28,Rajasthan,Influenza,31109.0,31,31078,75000000
2022-02-04,Rajasthan,Influenza,33346.0,31,33315,75000000
2022-02-11,Rajasthan,Influenza,36240.0,24,36216,75000000
2022-02-18,Rajasthan,Influenza,44942.0,37,44905,75000000
2022-02-25,Rajasthan,Influenza,41205.0,33,41172,75000000
2022-03-04,Rajasthan,Influenza,52434.0,50,52384,75000000
2022-03-11,Rajasthan,Influenza,44330.0,64,44266,75000000
2022-03-18,Rajasthan,Influenza,50336.0,41,50295,75000000
2022-03-25,Rajasthan,Influenza,328749.0,233,328516,75000000
2022-04-01,Rajasthan,Influenza,46320.0,39,46281,75000000
2022-04-08,Rajasthan,Influenza,46993.0,62,46931,75000000
2022-04-15,Rajasthan,Influenza,218203.0,134,218069,75000000
2022-04-22,Rajasthan,Influenza,54612.0,34,54578,75000000
2022-04-29,Rajasthan,Influenza,48947.0,54,48893,75000000
2022-05-06,Rajasthan,Influenza,53103.0,49,53054,75000000
2022-05-13,Rajasthan,Influenza,46037.0,62,45975,75000000
2022-05-20,Rajasthan,Influenza,53627.0,50,53577,75000000
2022-05-27,Rajasthan,Influenza,45723.0,61,45662,75000000
2022-06-03,Rajasthan,Influenza,46986.0,63,46923,75000000
2022-06-10,Rajasthan,Influenza,31637.0,45,31592,75000000
2022-06-17,Rajasthan,Influenza,39967.0,29,39938,75000000
2022-06-24,Rajasthan,Influenza,33486.0,47,33439,75000000
2022-07-01,Rajasthan,Influenza,237701.0,167,237534,75000000
2022-07-08,Rajasthan,Influenza,28503.0,37,28466,75000000
2022-07-15,Rajasthan,Influenza,21220.0,14,21206,75000000
2022-07-22,Rajasthan,Influenza,19760.0,12,19748,75000000
2022-07-29,Rajasthan,Influenza,16442.0,18,16424,75000000
2022-08-05,Rajasthan,Influenza,14010.0,11,13999,75000000
2022-08-12,Rajasthan,Influenza,12556.0,12,12544,75000000
2022-08-19,Rajasthan,Influenza,10336.0,6,10330,75000000
2022-08-26,Rajasthan,Influenza,5538.0,7,5531,75000000
2022-09-02,Rajasthan,Influenza,4409.0,3,4406,75000000
2022-09-09,Rajasthan,Influenza,3659.0,2,3657,75000000
2022-09-16,Rajasthan,Influenza,1939.0,2,1937,75000000
2022-09-23,Rajasthan,Influenza,755.0,0,755,75000000
2022-09-30,Rajasthan,Influenza,218.0,0,218,75000000
2022-10-07,Rajasthan,Influenza,0.0,0,0,75000000
2022-10-14,Rajasthan,Influenza,165.0,0,165,75000000
2022-10-21,Rajasthan,Influenza,794.0,0,794,75000000
2022-10-28,Rajasthan,Influenza,2056.0,2,2054,75000000
2022-11-04,Rajasthan,Influenza,2588.0,3,2585,75000000
2022-11-11,Rajasthan,Influenza,5563.0,4,5559,75000000
2022-11-18,Rajasthan,Influenza,5692.0,5,5687,75000000
2022-11-25,Rajasthan,Influenza,7339.0,8,7331,75000000
2022-12-02,Rajasthan,Influenza,13328.0,7,13321,75000000
2022-12-09,Rajasthan,Influenza,,17,13127,75000000
2022-12-16,Rajasthan,Influenza,15763.0,15,15748,75000000
2022-12-23,Rajasthan,Influenza,20388.0,14,20374,75000000
2022-12-30,Rajasthan,Influenza,25453.0,17,25436,75000000
2023-01-06,Rajasthan,Influenza,27757.0,29,27728,75000000
2023-01-13,Rajasthan,Influenza,34376.0,30,34346,75000000
2023-01-20,Rajasthan,Influenza,32332.0,26,32306,75000000
2023-01-27,Rajasthan,Influenza,35416.0,27,35389,75000000
2023-02-03,Rajasthan,Influenza,34287.0,26,34261,75000000
2023-02-10,Rajasthan,Influenza,44606.0,31,44575,75000000
2023-02-17,Rajasthan,Influenza,39740.0,33,39707,75000000
2023-02-24,Rajasthan,Influenza,40554.0,47,40507,75000000
2023-03-03,Rajasthan,Influenza,43362.0,38,43324,75000000
2023-03-10,Rajasthan,Influenza,41519.0,55,41464,75000000
2023-03-17,Rajasthan,Influenza,54392.0,30,54362,75000000
2023-03-24,Rajasthan,Influenza,54798.0,40,54758,75000000
2023-03-31,Rajasthan,Influenza,54634.0,79,54555,75000000
2023-04-07,Rajasthan,Influenza,47349.0,35,47314,75000000
2023-04-14,Rajasthan,Influenza,42633.0,32,42601,75000000
2023-04-21,Rajasthan,Influenza,47571.0,57,47514,75000000
2023-04-28,Rajasthan,Influenza,41715.0,35,41680,75000000
2023-05-05,Rajasthan,Influenza,60149.0,88,60061,75000000
2023-05-12,Rajasthan,Influenza,190435.0,102,190333,75000000
2023-05-19,Rajasthan,Influenza,49073.0,25,49048,75000000
2023-05-26,Rajasthan,Influenza,51044.0,52,50992,75000000
2023-06-02,Rajasthan,Influenza,35114.0,43,35071,75000000
2023-06-09,Rajasthan,Influenza,31671.0,31,31640,75000000
2023-06-16,Rajasthan,Influenza,37603.0,25,37578,75000000
2023-06-23,Rajasthan,Influenza,38969.0,34,38935,75000000
2023-06-30,Rajasthan,Influenza,26962.0,18,26944,75000000
2023-07-07,Rajasthan,Influenza,30168.0,31,30137,75000000
2023-07-14,Rajasthan,Influenza,21354.0,23,21331,75000000
2023-07-21,Rajasthan,Influenza,23288.0,26,23262,75000000
2023-07-28,Rajasthan,Influenza,14530.0,20,14510,75000000
2023-08-04,Rajasthan,Influenza,16306.0,11,16295,75000000
2023-08-11,Rajasthan,Influenza,9314.0,10,9304,75000000
2023-08-18,Rajasthan,Influenza,8248.0,4,8244,75000000
2023-08-25,Rajasthan,Influenza,5973.0,3,5970,75000000
2023-09-01,Rajasthan,Influenza,3822.0,2,3820,75000000
2023-09-08,Rajasthan,Influenza,2689.0,2,2687,75000000
2023-09-15,Rajasthan,Influenza,1859.0,2,1857,75000000
2023-09-22,Rajasthan,Influenza,826.0,0,826,75000000
2023-09-29,Rajasthan,Influenza,161.0,0,161,75000000
2023-10-06,Rajasthan,Influenza,0.0,0,0,75000000
2023-10-13,Rajasthan,Influenza,159.0,0,159,75000000
2023-10-20,Rajasthan,Influenza,4545.0,6,4539,75000000
2023-10-27,Rajasthan,Influenza,1597.0,1,1596,75000000
2023-11-03,Rajasthan,Influenza,3201.0,2,3199,75000000
2023-11-10,Rajasthan,Influenza,4716.0,2,4714,75000000
2023-11-17,Rajasthan,Influenza,,10,7288,75000000
2023-11-24,Rajasthan,Influenza,,4,8264,75000000
2023-12-01,Rajasthan,Influenza,9863.0,14,9849,75000000
2023-12-08,Rajasthan,Influenza,13590.0,11,13579,75000000
2023-12-15,Rajasthan,Influenza,18834.0,17,18817,75000000
2023-12-22,Rajasthan,Influenza,18085.0,18,18067,75000000
2021-01-01,Rajasthan,COVID-19,23346.0,402,22944,75000000
2021-01-08,Rajasthan,COVID-19,20914.0,418,20496,75000000
2021-01-15,Rajasthan,COVID-19,22236.0,309,21927,75000000
2021-01-22,Rajasthan,COVID-19,24210.0,311,23899,75000000
2021-01-29,Rajasthan,COVID-19,25496.0,474,25022,75000000
2021-02-05,Rajasthan,COVID-19,26920.0,464,26456,75000000
2021-02-12,Rajasthan,COVID-19,25502.0,480,25022,75000000
2021-02-19,Rajasthan,COVID-19,25079.0,364,24715,75000000
2021-02-26,Rajasthan,COVID-19,26652.0,570,26082,75000000
2021-03-05,Rajasthan,COVID-19,19174.0,197,18977,75000000
2021-03-12,Rajasthan,COVID-19,25428.0,359,25069,75000000
2021-03-19,Rajasthan,COVID-19,18456.0,178,18278,75000000
2021-03-26,Rajasthan,COVID-19,19779.0,200,19579,75000000
2021-04-02,Rajasthan,COVID-19,21570.0,479,21091,75000000
2021-04-09,Rajasthan,COVID-19,14612.0,253,14359,75000000
2021-04-16,Rajasthan,COVID-19,12972.0,179,12793,75000000
2021-04-23,Rajasthan,COVID-19,57677.0,666,57011,75000000
2021-04-30,Rajasthan,COVID-19,,176,13275,75000000
2021-05-07,Rajasthan,COVID-19,12002.0,98,11904,75000000
2021-05-14,Rajasthan,COVID-19,11366.0,240,11126,75000000
2021-05-21,Rajasthan,COVID-19,7410.0,152,7258,75000000
2021-05-28,Rajasthan,COVID-19,6313.0,116,6197,75000000
2021-06-04,Rajasthan,COVID-19,6264.0,80,6184,75000000
2021-06-11,Rajasthan,COVID-19,6157.0,71,6086,75000000
2021-06-18,Rajasthan,COVID-19,4627.0,40,4587,75000000
2021-06-25,Rajasthan,COVID-19,2864.0,57,2807,75000000
2021-07-02,Rajasthan,COVID-19,2237.0,46,2191,75000000
2021-07-09,Rajasthan,COVID-19,1414.0,20,1394,75000000
2021-07-16,Rajasthan,COVID-19,738.0,9,729,75000000
2021-07-23,Rajasthan,COVID-19,,3,392,75000000
2021-07-30,Rajasthan,COVID-19,69.0,0,69,75000000
2021-08-06,Rajasthan,COVID-19,0.0,0,0,75000000
2021-08-13,Rajasthan,COVID-19,92.0,1,91,75000000
2021-08-20,Rajasthan,COVID-19,333.0,2,331,75000000
2021-08-27,Rajasthan,COVID-19,840.0,11,829,75000000
2021-09-03,Rajasthan,COVID-19,1558.0,15,1543,75000000
2021-09-10,Rajasthan,COVID-19,1918.0,38,1880,75000000
2021-09-17,Rajasthan,COVID-19,2840.0,57,2783,75000000
2021-09-24,Rajasthan,COVID-19,3942.0,49,3893,75000000
2021-10-01,Rajasthan,COVID-19,5550.0,103,5447,75000000
2021-10-08,Rajasthan,COVID-19,6864.0,123,6741,75000000
2021-10-15,Rajasthan,COVID-19,8946.0,167,8779,75000000
2021-10-22,Rajasthan,COVID-19,10297.0,222,10075,75000000
2021-10-29,Rajasthan,COVID-19,11324.0,117,11207,75000000
2021-11-05,Rajasthan,COVID-19,13715.0,226,13489,75000000
2021-11-12,Rajasthan,COVID-19,11717.0,125,11592,75000000
2021-11-19,Rajasthan,COVID-19,15647.0,222,15425,75000000
2021-11-26,Rajasthan,COVID-19,14600.0,131,14469,75000000
2021-12-03,Rajasthan,COVID-19,145834.0,1213,144621,75000000
2021-12-10,Rajasthan,COVID-19,18153.0,374,17779,75000000
2021-12-17,Rajasthan,COVID-19,19853.0,278,19575,75000000
2021-12-24,Rajasthan,COVID-19,20156.0,291,19865,75000000
2021-12-31,Rajasthan,COVID-19,23457.0,298,23159,75000000
2022-01-07,Rajasthan,COVID-19,26073.0,323,25750,75000000
2022-01-14,Rajasthan,COVID-19,23613.0,359,23254,75000000
2022-01-21,Rajasthan,COVID-19,19273.0,202,19071,75000000
2022-01-28,Rajasthan,COVID-19,20152.0,189,19963,75000000
2022-02-04,Rajasthan,COVID-19,27312.0,276,27036,75000000
2022-02-11,Rajasthan,COVID-19,146936.0,1389,145547,75000000
2022-02-18,Rajasthan,COVID-19,25929.0,251,25678,75000000
2022-02-25,Rajasthan,COVID-19,20079.0,437,19642,75000000
2022-03-04,Rajasthan,COVID-19,20774.0,345,20429,75000000
2022-03-11,Rajasthan,COVID-19,,244,23480,75000000
2022-03-18,Rajasthan,COVID-19,,261,22372,75000000
2022-03-25,Rajasthan,COVID-19,22035.0,378,21657,75000000
2022-04-01,Rajasthan,COVID-19,15269.0,310,14959,75000000
2022-04-08,Rajasthan,COVID-19,19884.0,310,19574,75000000
2022-04-15,Rajasthan,COVID-19,17328.0,179,17149,75000000
2022-04-22,Rajasthan,COVID-19,17021.0,131,16890,75000000
2022-04-29,Rajasthan,COVID-19,15192.0,316,14876,75000000
2022-05-06,Rajasthan,COVID-19,13747.0,228,13519,75000000
2022-05-13,Rajasthan,COVID-19,8881.0,181,8700,75000000
2022-05-20,Rajasthan,COVID-19,8977.0,109,8868,75000000
2022-05-27,Rajasthan,COVID-19,8652.0,127,8525,75000000
2022-06-03,Rajasthan,COVID-19,5852.0,58,5794,75000000
2022-06-10,Rajasthan,COVID-19,4580.0,49,4531,75000000
2022-06-17,Rajasthan,COVID-19,3957.0,66,3891,75000000
2022-06-24,Rajasthan,COVID-19,3506.0,51,3455,75000000
2022-07-01,Rajasthan,COVID-19,2252.0,39,2213,75000000
2022-07-08,Rajasthan,COVID-19,1259.0,25,1234,75000000
2022-07-15,Rajasthan,COVID-19,677.0,12,665,75000000
2022-07-22,Rajasthan,COVID-19,382.0,7,375,75000000
2022-07-29,Rajasthan,COVID-19,86.0,1,85,75000000
2022-08-05,Rajasthan,COVID-19,0.0,0,0,75000000
2022-08-12,Rajasthan,COVID-19,101.0,2,99,75000000
2022-08-19,Rajasthan,COVID-19,277.0,2,275,75000000
2022-08-26,Rajasthan,COVID-19,922.0,13,909,75000000
2022-09-02,Rajasthan,COVID-19,1391.0,28,1363,75000000
